student_id,week,login_count,content_views,avg_session_duration_minutes
S2027,16,9,50,54.37260027616779
S2028,1,13,50,52.95547653856417
S2028,2,11,50,35.51653390587256
S2028,3,16,50,58.431801651910796
S2028,4,8,34,48.31929241097409
S2028,5,6,32,51.55743271510864
S2028,6,5,25,31.089300731341787
S2028,7,14,50,53.57516462639317
S2028,8,13,50,48.38840173461257
S2028,9,7,27,32.398078645007196
S2028,10,12,50,32.276432645667995
S2028,11,14,50,43.11387389544452
S2028,12,12,40,29.06209790568016
S2028,13,12,43,45.16550148087464
S2028,14,9,42,34.685659564651075
S2028,15,15,50,35.48046861909001
S2028,16,15,50,53.91155249482958
S2029,1,13,50,42.309247556325026
S2029,2,4,21,40.25609149704344
S2029,3,14,50,29.134069030999456
S2029,4,12,50,35.00451869235728
S2029,5,7,27,30.37854688546896
S2029,6,14,50,34.99778648850552
S2029,7,4,15,23.743164076710805
S2029,8,13,50,40.766355307456124
S2029,9,8,37,37.196890862086704
S2029,10,9,34,44.23428574844524
S2029,11,13,50,26.264468996583453
S2029,12,11,50,31.540589109028918
S2029,13,11,50,47.85899587874588
S2029,14,11,50,34.831779746777094
S2029,15,7,27,36.484095167814
S2029,16,7,33,34.53824803316334
S2030,1,10,50,38.84734107698767
S2030,2,10,43,24.04777713981985
S2030,3,7,28,25.399984797860597
S2030,4,2,6,27.264643948439463
S2030,5,3,12,41.065417115403186
S2030,6,9,39,39.61264863273885
S2030,7,5,20,20.09413700309326
S2030,8,2,7,29.142587198758484
S2030,9,13,49,34.49548729770707
S2030,10,10,27,23.31532233402083
S2030,11,7,27,30.07205525531499
S2030,12,2,5,16.31401648681274
S2030,13,5,17,18.089265846452285
S2030,14,6,19,29.87467837120826
S2030,15,6,23,23.92925224387452
S2030,16,3,9,19.211113912970273
S2031,1,11,50,49.779497949956394
S2031,2,9,40,43.17548905762136
S2031,3,7,32,47.282754592585704
S2031,4,17,50,34.08822873501528
S2031,5,13,50,36.84922987303778
S2031,6,10,50,37.67409343663715
S2031,7,12,50,31.616091616485924
S2031,8,9,48,30.23373162832685
S2031,9,9,38,37.629628817131845
S2031,10,13,50,50.09311261628924
S2031,11,3,16,59.88723755707877
S2031,12,6,24,30.42545837875849
S2031,13,15,50,52.18366041739073
S2031,14,7,37,51.4140048548778
S2031,15,10,50,47.41940574563966
S2031,16,12,50,45.1122875746241
S2032,1,8,31,28.09116823685655
S2032,2,7,40,31.724270400094447
S2032,3,10,46,41.09416640020665
S2032,4,5,16,36.90367852477618
S2032,5,8,33,25.06543680471043
S2032,6,11,49,36.24466060342734
S2032,7,6,30,39.56628959446577
S2032,8,7,26,38.32876932550093
S2032,9,9,42,33.636689813359496
S2032,10,9,31,38.80837595543692
S2032,11,7,27,26.837678282995444
S2032,12,7,27,27.187188828352888
S2032,13,10,43,41.86665591694497
S2032,14,16,50,35.84564237735279
S2032,15,9,45,45.49243122944318
S2032,16,15,50,37.10047528823226
S2033,1,9,35,43.635700412304615
S2033,2,14,50,50.53238684194741
S2033,3,12,50,42.42544956756275
S2033,4,6,27,46.728416804081625
S2033,5,16,50,36.81667890165535
S2033,6,9,50,51.002671899604735
S2033,7,12,50,39.88367339588675
S2033,8,11,50,32.10610872790784
S2033,9,10,50,38.50939555641927
S2033,10,11,50,32.70454054655647
S2033,11,7,34,34.794288919659536
S2033,12,13,50,36.95157060959111
S2033,13,13,50,59.300535236040815
S2033,14,14,50,48.191155309611915
S2033,15,11,50,51.50472354439211
S2033,16,8,38,42.13513785507539
S2034,1,3,12,26.087964526371675
S2034,2,5,21,34.75870903838947
S2034,3,13,50,52.73726665831441
S2034,4,5,23,42.512330616746425
S2034,5,6,26,31.987615446225707
S2034,6,7,27,41.643661862271244
S2034,7,18,50,46.38047496155654
S2034,8,5,20,25.134486245200282
S2034,9,5,19,22.158994634360607
S2034,10,5,21,27.957033250387912
S2034,11,12,50,44.20492331759285
S2034,12,6,18,39.73603952770309
S2034,13,7,32,41.44373864043839
S2034,14,9,47,35.78264903364174
S2034,15,7,40,37.67801141710767
S2034,16,9,50,58.211071627296974
S2035,1,15,50,54.94139802134323
S2035,2,11,46,43.59366176873608
S2035,3,20,50,43.98262750624284
S2035,4,12,50,34.301406365831305
S2035,5,5,19,35.23302958514952
S2035,6,13,50,29.837250689047625
S2035,7,3,10,22.61167420910981
S2035,8,9,50,31.2744564132324
S2035,9,20,50,28.032364123631417
S2035,10,13,50,42.539760553980315
S2035,11,5,17,30.696236147992828
S2035,12,8,25,39.40374990675259
S2035,13,6,18,27.58475642218586
S2035,14,8,27,33.75372290874036
S2035,15,12,43,27.704171526382893
S2035,16,10,38,21.63190862198037
S2036,1,17,50,43.19802220792861
S2036,2,10,50,44.63288211248201
S2036,3,9,36,35.74151454671475
S2036,4,16,50,52.91461564005699
S2036,5,14,50,37.45410793607473
S2036,6,17,50,42.85065551306568
S2036,7,9,39,37.27557723614341
S2036,8,11,48,47.15940019185493
S2036,9,15,50,44.25680430389553
S2036,10,9,40,36.350009795782185
S2036,11,13,50,37.351549934817065
S2036,12,10,50,36.961820596331684
S2036,13,8,38,34.110058618103785
S2036,14,13,50,63.62886928474144
S2036,15,17,50,43.69421313721792
S2036,16,19,50,37.02436763273063
S2037,1,12,48,24.12034086968307
S2037,2,4,16,41.97046473493582
S2037,3,6,28,36.96042275981209
S2037,4,8,46,50.794877506130256
S2037,5,3,15,33.55324715879559
S2037,6,10,48,48.646605929045684
S2037,7,15,50,41.555448216822974
S2037,8,15,50,28.47619758535023
S2037,9,9,40,44.312312420667304
S2037,10,5,20,32.92173371468286
S2037,11,5,25,32.0442391116971
S2037,12,8,44,47.17020985650866
S2037,13,9,50,33.63146957325027
S2037,14,9,47,25.757712472053985
S2037,15,8,38,35.53575715518892
S2037,16,8,50,39.76888790451137
S2038,1,12,45,40.66961200954963
S2038,2,12,50,38.84260840459026
S2038,3,13,50,47.45817427903145
S2038,4,20,50,35.026060577775546
S2038,5,11,50,31.959965619460952
S2038,6,13,50,42.862830874746656
S2038,7,12,41,28.752305728852225
S2038,8,12,50,33.76414881596572
S2038,9,6,27,47.53266556472888
S2038,10,7,35,36.69674584120796
S2038,11,6,23,41.433509925009496
S2038,12,10,38,47.44530234642165
S2038,13,13,50,36.62008535052955
S2038,14,11,50,47.02392439992446
S2038,15,6,19,36.12427902792985
S2038,16,10,36,46.869993134015324
S2039,1,13,50,29.40640008495701
S2039,2,7,38,54.9295024478161
S2039,3,7,31,46.81178953052818
S2039,4,14,50,31.707999042620628
S2039,5,9,38,42.4579492267829
S2039,6,12,50,50.69097866620354
S2039,7,10,50,45.19733856505395
S2039,8,14,50,33.06995341556036
S2039,9,18,50,49.21965221733146
S2039,10,14,50,58.46517533012136
S2039,11,12,50,53.7624925095591
S2039,12,15,50,51.610683537708724
S2039,13,14,50,49.471322299744145
S2039,14,7,31,55.5555565572926
S2039,15,15,50,52.39952056564811
S2039,16,10,50,48.51119492509069
S2040,1,12,47,41.48802732067482
S2040,2,8,43,34.62175242007765
S2040,3,8,35,28.87760236306416
S2040,4,18,50,46.54211245743704
S2040,5,7,45,28.555348666098016
S2040,6,9,50,30.3982626593355
S2040,7,9,45,38.11537905565119
S2040,8,19,50,35.97639384572071
S2040,9,9,50,32.93296665706917
S2040,10,12,50,32.06447462665795
S2040,11,9,50,31.146897501844926
S2040,12,6,30,35.27254107110759
S2040,13,4,19,37.13848394740365
S2040,14,7,38,41.23028848866057
S2040,15,7,26,25.167704842829075
S2040,16,12,50,51.0686185727993
S2041,1,10,42,52.8207670688695
S2041,2,11,50,33.9543484728153
S2041,3,14,50,35.24103656387246
S2041,4,11,50,41.335926817199216
S2041,5,10,50,50.61457779804347
S2041,6,7,31,34.17543713737714
S2041,7,10,50,43.83238232390941
S2041,8,12,50,47.17317582744676
S2041,9,8,31,42.95140260715617
S2041,10,7,35,47.42857693947779
S2041,11,9,47,41.24082098843571
S2041,12,12,50,50.947216032785626
S2041,13,12,50,53.55834604194925
S2041,14,9,41,41.54735319809544
S2041,15,8,28,30.298098200526947
S2041,16,11,50,39.32060113250929
S2042,1,5,26,41.34032939973471
S2042,2,10,50,38.96205693059089
S2042,3,9,41,42.30256595140849
S2042,4,8,49,48.60669298693533
S2042,5,11,50,50.301791132700195
S2042,6,6,29,42.853943096519885
S2042,7,6,34,42.73249785314699
S2042,8,10,50,45.01062955485768
S2042,9,8,42,36.67608502505119
S2042,10,10,50,37.38907651181889
S2042,11,7,33,48.33751564788972
S2042,12,8,47,45.19737006951705
S2042,13,7,26,35.96938057160047
S2042,14,11,50,39.787597633794476
S2042,15,13,50,27.857057961508094
S2042,16,10,50,44.719960987209234
S2043,1,9,45,44.87392558983579
S2043,2,12,50,51.231330711674595
S2043,3,9,33,42.85727478418842
S2043,4,6,29,33.69474995071895
S2043,5,12,50,41.78768623077758
S2043,6,13,44,36.59632704900445
S2043,7,20,50,43.26585457619141
S2043,8,13,46,34.94402199270219
S2043,9,19,50,40.1290262655851
S2043,10,8,34,25.41325342514112
S2043,11,5,14,24.816071292355822
S2043,12,11,50,36.968702305259804
S2043,13,12,50,63.853638957783886
S2043,14,13,50,29.493983614876882
S2043,15,11,50,54.80330870208261
S2043,16,5,24,51.939799653339236
S2044,1,11,50,51.93843149055156
S2044,2,7,26,57.59756940952583
S2044,3,9,39,37.7759441343708
S2044,4,8,32,33.55462929121304
S2044,5,6,35,52.81163934580943
S2044,6,13,50,43.08542013571289
S2044,7,3,11,40.45884513726956
S2044,8,8,36,56.6101557311187
S2044,9,9,46,76.36751774570035
S2044,10,11,46,55.374702717415964
S2044,11,5,28,52.46353543788992
S2044,12,6,30,45.503102478949565
S2044,13,11,50,55.577787758893244
S2044,14,11,50,67.22503643922543
S2044,15,7,40,68.52978594152788
S2044,16,8,48,61.57725964088647
S2045,1,9,50,35.45913321603514
S2045,2,7,34,57.573171139562575
S2045,3,7,38,59.43467424750164
S2045,4,12,50,49.67415598793414
S2045,5,8,41,34.22658455911455
S2045,6,14,50,53.24206639710491
S2045,7,14,50,49.66443084848356
S2045,8,11,50,40.19299879857931
S2045,9,16,50,62.81200905983411
S2045,10,13,50,45.92972155112522
S2045,11,5,20,36.09041582996478
S2045,12,7,39,38.493906932772184
S2045,13,11,50,37.114873874607206
S2045,14,8,44,51.57254659331028
S2045,15,7,41,49.36817479168915
S2045,16,5,20,44.162271581615265
S2046,1,10,36,23.9158546512988
S2046,2,3,11,24.61674770070335
S2046,3,13,50,46.14511775132475
S2046,4,17,50,32.316628258043735
S2046,5,7,26,23.890362771412427
S2046,6,6,29,35.12224626887421
S2046,7,8,44,37.27647027140995
S2046,8,13,50,41.155754776387646
S2046,9,9,48,39.54808720452723
S2046,10,8,29,31.527953040223153
S2046,11,11,42,18.87727169158505
S2046,12,11,50,40.420184112018624
S2046,13,12,50,37.76863426496383
S2046,14,5,23,28.011060429609824
S2046,15,8,46,35.2264939123794
S2046,16,6,21,22.300119496075364
S2047,1,10,32,33.00046190482481
S2047,2,13,50,49.23144916498363
S2047,3,5,15,35.28739087644043
S2047,4,11,50,50.053088256562724
S2047,5,6,28,35.130979027560876
S2047,6,13,45,33.66771820183156
S2047,7,8,38,41.00053817505121
S2047,8,14,47,40.21694638274971
S2047,9,8,30,35.41090458142465
S2047,10,9,41,26.897231233685506
S2047,11,9,47,50.13885350094344
S2047,12,9,32,25.960472794869876
S2047,13,16,50,40.67467351388973
S2047,14,7,28,37.0640554261028
S2047,15,16,50,43.99784550953516
S2047,16,9,33,40.29275303826736
S2048,1,5,22,29.564943835376663
S2048,2,4,19,40.761651296947605
S2048,3,12,50,29.213903240108326
S2048,4,11,50,62.18925202936879
S2048,5,10,50,37.53034220238963
S2048,6,8,28,45.023071028181505
S2048,7,9,31,45.95213073590747
