student_id,week,attendance_percentage
S2012,11,33.16836275837545
S2012,12,31.983591593231186
S2012,13,31.225611020071963
S2012,14,29.713553660073362
S2012,15,28.44279227916154
S2012,16,27.15587213699898
S2013,1,49.26890084769917
S2013,2,52.24604329500785
S2013,3,51.984503169864354
S2013,4,48.70096693626705
S2013,5,50.07145949180651
S2013,6,35.345180014992835
S2013,7,42.45595256979808
S2013,8,39.586122068096834
S2013,9,37.99924991886712
S2013,10,37.292814262726026
S2013,11,32.329338608155474
S2013,12,36.164205995663046
S2013,13,33.64973192060081
S2013,14,32.047893133189675
S2013,15,30.156262015132572
S2013,16,28.389781286057946
S2014,1,28.09965962039964
S2014,2,26.750395625395296
S2014,3,24.699852474323833
S2014,4,27.905898654510757
S2014,5,27.179616968696827
S2014,6,22.999534423176875
S2014,7,24.38840798010896
S2014,8,23.59623620284656
S2014,9,22.829822009134972
S2014,10,19.650906093166597
S2014,11,20.780538167562256
S2014,12,20.643995051780053
S2014,13,20.302572418439986
S2014,14,18.38549481815024
S2014,15,16.7999124937117
S2014,16,13.310376646554072
S2015,1,50.4480392859794
S2015,2,86.29953325278649
S2015,3,85.26299214963855
S2015,4,76.26120440845567
S2015,5,76.21749682534205
S2015,6,82.16001953533929
S2015,7,76.04590507606997
S2015,8,83.32241193753562
S2015,9,78.42546040316351
S2015,10,82.82913410838975
S2015,11,79.1686256383357
S2015,12,80.19761885228098
S2015,13,56.78008944218652
S2015,14,79.60014433053765
S2015,15,81.75303045329899
S2015,16,77.2552359557663
S2016,1,72.2133295699464
S2016,2,74.03372662469879
S2016,3,69.18208421022156
S2016,4,76.74786778489877
S2016,5,73.18731441424983
S2016,6,48.528682167803545
S2016,7,74.805085253744
S2016,8,40.20624241915543
S2016,9,75.74683407853593
S2016,10,71.93850538646791
S2016,11,74.6663246685874
S2016,12,74.51834735425429
S2016,13,72.98175263806885
S2016,14,76.38842692289353
S2016,15,74.24924785121726
S2016,16,72.49865087362713
S2017,1,59.007962218892864
S2017,2,66.25974786532353
S2017,3,60.51462077435577
S2017,4,62.590977753579445
S2017,5,40.35879600987958
S2017,6,60.5085195660475
S2017,7,57.902165333215315
S2017,8,58.31220094062514
S2017,9,56.021062048351084
S2017,10,59.63401746693383
S2017,11,61.899802356792584
S2017,12,38.18465315762094
S2017,13,62.32825437781743
S2017,14,64.28874925205898
S2017,15,58.709639746843244
S2017,16,65.06793666734995
S2018,1,78.52727262614677
S2018,2,86.53546954157794
S2018,3,83.41775800374349
S2018,4,78.20232475817862
S2018,5,77.94971175207095
S2018,6,76.87135247645384
S2018,7,78.8067504435336
S2018,8,79.34315481300004
S2018,9,83.43169417756339
S2018,10,80.18774480895195
S2018,11,83.89604577027546
S2018,12,76.0667530762664
S2018,13,83.0844927607288
S2018,14,78.91928047615417
S2018,15,77.54223589752364
S2018,16,75.23796081674335
S2019,1,66.8850530911848
S2019,2,66.5570311315442
S2019,3,66.6131633376065
S2019,4,71.70636559520344
S2019,5,70.6367974192582
S2019,6,67.2574999098117
S2019,7,66.58129605427627
S2019,8,54.13470544794278
S2019,9,71.38936707167123
S2019,10,65.43213495804446
S2019,11,64.70572879575451
S2019,12,63.791555461918705
S2019,13,69.88608853207307
S2019,14,71.07074767845953
S2019,15,71.38954077614848
S2019,16,70.06245233436132
S2020,1,39.99184239633154
S2020,2,46.70813038622085
S2020,3,44.83631192016204
S2020,4,43.88410100186744
S2020,5,42.95441817104911
S2020,6,43.766798146461234
S2020,7,35.21400641372934
S2020,8,33.03501939752256
S2020,9,33.12529331850503
S2020,10,30.372576467364993
S2020,11,31.559213744923433
S2020,12,29.07311962826702
S2020,13,29.159124062339387
S2020,14,26.925896583935643
S2020,15,23.91091362865556
S2020,16,24.986903295169324
S2021,1,78.23577602566753
S2021,2,80.8538806590684
S2021,3,79.42944934370516
S2021,4,81.12254752843614
S2021,5,82.97673816222712
S2021,6,80.15436605403102
S2021,7,79.4859129380975
S2021,8,84.11483405822305
S2021,9,85.97706739104748
S2021,10,82.43163296932708
S2021,11,84.47126157505132
S2021,12,82.46016437789724
S2021,13,77.83429634371596
S2021,14,83.63624078080805
S2021,15,81.11616262512561
S2021,16,57.170935092922285
S2022,1,79.68029996024273
S2022,2,88.97261754455691
S2022,3,88.34127652971911
S2022,4,84.2900251102329
S2022,5,87.3987733503769
S2022,6,84.52943295806391
S2022,7,84.0653272016583
S2022,8,89.22213664834572
S2022,9,81.9321213940671
S2022,10,84.89206572943971
S2022,11,90.86301760747146
S2022,12,82.62436001964603
S2022,13,86.76807127933701
S2022,14,87.65075540168814
S2022,15,84.8806778274328
S2022,16,85.91588923753216
S2023,1,81.2428499596127
S2023,2,78.81613034145893
S2023,3,82.01726006133747
S2023,4,76.79410964725643
S2023,5,81.0200495398473
S2023,6,78.07442065682888
S2023,7,79.15282333762313
S2023,8,43.72103539418437
S2023,9,79.52146927892356
S2023,10,56.8410298706175
S2023,11,80.14230005000665
S2023,12,78.18387365572765
S2023,13,82.83006266183354
S2023,14,72.69455871300923
S2023,15,80.00178373810837
S2023,16,82.831332261769
S2024,1,67.19792200853651
S2024,2,68.27368350833663
S2024,3,66.92235090871017
S2024,4,39.1545364820281
S2024,5,64.16823039025027
S2024,6,66.6506236266819
S2024,7,68.34277124342188
S2024,8,66.41510021822732
S2024,9,72.5666910034241
S2024,10,73.03899384625264
S2024,11,66.2147523729764
S2024,12,71.60703558738122
S2024,13,73.80559541811252
S2024,14,67.77749598056087
S2024,15,69.70280949802665
S2024,16,72.31020690633083
S2025,1,34.87565049382658
S2025,2,40.03794683141099
S2025,3,36.87590925332983
S2025,4,39.05453104373406
S2025,5,38.37983456037633
S2025,6,36.455336443331326
S2025,7,32.19720600962899
S2025,8,30.27186426108019
S2025,9,27.29071742163084
S2025,10,27.424764535606414
S2025,11,26.735443550607716
S2025,12,25.942950368197195
S2025,13,23.93645346766361
S2025,14,23.816289853818528
S2025,15,22.65380944347289
S2025,16,20.33853951227061
S2026,1,83.53165481410852
S2026,2,89.58251353495153
S2026,3,80.25202306565423
S2026,4,82.54509224156122
S2026,5,83.68736871911192
S2026,6,83.19151316305859
S2026,7,88.00355643590231
S2026,8,85.81620201979344
S2026,9,86.54277746805009
S2026,10,85.41072320929781
S2026,11,82.5419486408515
S2026,12,89.12848625172737
S2026,13,85.01403671400337
S2026,14,84.7905929288431
S2026,15,82.95693260672041
S2026,16,87.69679858296644
S2027,1,94.66791037577757
S2027,2,93.93668630680362
S2027,3,84.4421773224961
S2027,4,84.39274326820065
S2027,5,90.2436830217083
S2027,6,92.18599509103359
S2027,7,92.43880711422379
S2027,8,49.035062047654854
S2027,9,94.63191135207524
S2027,10,89.78907487061646
S2027,11,87.17491859213222
S2027,12,85.55183773721632
S2027,13,87.93069665872045
S2027,14,89.12229425659766
S2027,15,88.33107260689079
S2027,16,91.21491986379964
S2028,1,82.39711096090743
S2028,2,78.49080639672124
S2028,3,87.42016355404624
S2028,4,82.35110473168146
S2028,5,83.10784712670434
S2028,6,83.14871185047144
S2028,7,80.32338733412868
S2028,8,75.62671235215801
S2028,9,82.93488150108975
S2028,10,87.06221401833352
S2028,11,89.07531784507671
S2028,12,83.10715148702853
S2028,13,79.528029481365
S2028,14,81.49712537893761
S2028,15,87.24441121353769
S2028,16,81.063307267349
S2029,1,68.29379506477716
S2029,2,75.98859955760435
S2029,3,72.39304346323965
S2029,4,72.6665956409158
S2029,5,68.76629700260538
S2029,6,77.75520280910703
S2029,7,71.99004518297019
S2029,8,71.17672382359159
S2029,9,72.74274897072301
S2029,10,69.51795966510717
S2029,11,75.16362023299936
S2029,12,75.06869931030458
S2029,13,76.88881122169144
S2029,14,74.45078652567342
S2029,15,73.53504302701285
S2029,16,66.34596726319029
S2030,1,47.1571685205363
S2030,2,49.60886440881982
S2030,3,51.307585039987615
S2030,4,53.58567589134143
S2030,5,48.51325703646582
S2030,6,51.50071907696995
S2030,7,48.97059201831881
S2030,8,44.67184710526892
S2030,9,44.13092268107873
S2030,10,42.67195495830388
S2030,11,42.235431922464585
S2030,12,39.02934674056255
S2030,13,38.30047845262427
S2030,14,35.82793035845284
S2030,15,34.581524584883695
S2030,16,34.70567354740647
S2031,1,67.42819738697935
S2031,2,69.24827971772429
S2031,3,69.20923208524421
S2031,4,63.095724558572634
S2031,5,68.31496875058907
S2031,6,66.50245774441278
S2031,7,67.60678138286531
S2031,8,65.34606305967617
S2031,9,67.1468916613736
S2031,10,67.08141000753486
S2031,11,63.43676894158523
S2031,12,68.72891636935923
S2031,13,64.17467177196674
S2031,14,69.24636838863806
S2031,15,63.3904158791785
S2031,16,70.91662945276694
S2032,1,74.96043552620806
S2032,2,69.71114905986883
S2032,3,70.47079870954381
S2032,4,72.32395799603654
S2032,5,72.04946926480243
S2032,6,74.11254269091103
S2032,7,72.23280424817662
S2032,8,69.84503556756142
S2032,9,73.01217767179433
S2032,10,74.70888148095649
S2032,11,68.69656661272747
S2032,12,73.27329050224733
S2032,13,66.98171918224497
S2032,14,68.17682472546595
S2032,15,70.17940937066038
S2032,16,75.83481263751418
S2033,1,62.01009485670219
S2033,2,37.151666370835876
S2033,3,62.47805923604328
S2033,4,56.655554223721445
S2033,5,58.9541040354309
S2033,6,55.374711737180995
S2033,7,59.659766825752534
S2033,8,57.53498048128325
S2033,9,60.18126196802586
S2033,10,32.56907390672154
S2033,11,58.9337314018198
S2033,12,61.71845931657721
S2033,13,56.80517528733093
S2033,14,59.2548867399274
S2033,15,59.375249372848444
S2033,16,57.41230218145446
S2034,1,17.721831015509583
S2034,2,18.257938129096605
S2034,3,16.428080060762458
S2034,4,14.39491686017549
S2034,5,16.462630910400293
S2034,6,20.160802555322025
S2034,7,16.01395413299645
S2034,8,12.84443123651152
S2034,9,18.8601387997178
S2034,10,17.334036804435385
S2034,11,19.10576405280912
S2034,12,10.76248261603696
S2034,13,16.857680282686776
S2034,14,18.0553454117402
S2034,15,18.342122558277246
S2034,16,11.700720093250524
S2035,1,68.85029234385308
S2035,2,64.48641878842946
S2035,3,74.7152888325637
S2035,4,74.26989484877228
S2035,5,64.21028862432662
S2035,6,60.84587085769153
S2035,7,45.59064180321627
S2035,8,47.27390763604929
S2035,9,45.33918115716784
S2035,10,43.717273794442306
S2035,11,41.802100794163486
S2035,12,42.19468808073751
S2035,13,37.449328094666164
S2035,14,37.49501896630741
S2035,15,33.0692443668408
S2035,16,34.39401406967274
S2036,1,59.81367398811214
S2036,2,72.95271410990313
S2036,3,80.13541195256519
S2036,4,74.95486967124437
S2036,5,82.35767452292097
S2036,6,79.29758479802629
S2036,7,81.05544833169567
S2036,8,72.22085302703451
S2036,9,77.4703023685024
S2036,10,75.33769082704976
S2036,11,78.59106578968141
S2036,12,78.29323506787405
S2036,13,72.60629858105915
S2036,14,79.48262265403854
S2036,15,76.01004445336676
S2036,16,76.40439175848084
S2037,1,77.5698135418386
S2037,2,74.82068303906343
S2037,3,78.32467709128682
S2037,4,78.40093803168989
S2037,5,77.74431652381885
S2037,6,70.00663785733114
S2037,7,76.87942830503366
S2037,8,77.60026512057772
S2037,9,78.916567922118
S2037,10,80.0760097160716
S2037,11,65.16152664688356
S2037,12,76.42275147897973
S2037,13,73.77693810689935
S2037,14,80.41242334617323
S2037,15,78.96595703433847
S2037,16,41.24172728701824
S2038,1,86.88006621106898
S2038,2,94.67878896208596
S2038,3,87.14957881944018
S2038,4,87.66102760127906
S2038,5,86.62876074354138
S2038,6,85.24533894888759
S2038,7,94.62392829579746
S2038,8,93.3499311370454
S2038,9,80.04973962352969
S2038,10,52.37022606470893
S2038,11,91.36190275613039
S2038,12,87.38153704185082
S2038,13,88.57867798194654
S2038,14,93.1408086505841
S2038,15,84.06115551400048
S2038,16,90.08000836889764
S2039,1,69.85679922431984
S2039,2,77.1374900526255
S2039,3,68.90066091992826
S2039,4,69.94237883654137
S2039,5,75.49877279368391
S2039,6,68.0819363508847
S2039,7,67.31241717694871
S2039,8,69.60675098517517
S2039,9,71.12304148115359
S2039,10,69.78722008409196
S2039,11,70.58833289184699
S2039,12,71.65527240376534
S2039,13,70.3637017774819
S2039,14,70.31170828199569
S2039,15,73.15174170912945
S2039,16,71.93902520815742
S2040,1,51.589476088749244
S2040,2,89.81357344447582
S2040,3,86.55580196694504
S2040,4,86.80834614481826
S2040,5,63.71548391407419
S2040,6,84.7556029814809
S2040,7,81.74130725580046
S2040,8,84.69793192053922
S2040,9,86.2293590729452
S2040,10,90.25176984474193
S2040,11,90.20488816103096
S2040,12,88.52910264749214
S2040,13,47.69821723578028
S2040,14,89.16961200476652
S2040,15,91.8039382761468
S2040,16,90.89617443438277
S2041,1,65.07258244621215
S2041,2,63.38712892090336
S2041,3,63.25230490516637
S2041,4,65.9094264728864
S2041,5,64.58041151120071
S2041,6,65.65351922977224
S2041,7,63.69649170677838
S2041,8,66.06796987716214
S2041,9,65.95737615685783
S2041,10,66.32299069505916
S2041,11,64.39701718404473
S2041,12,68.2602865588794
S2041,13,64.55931336694586
S2041,14,68.80909161338
S2041,15,69.0842905678132
S2041,16,65.02734461801032
S2042,1,71.96245861544081
S2042,2,66.58709118747835
S2042,3,67.58494669260224
S2042,4,67.98862194082217
S2042,5,72.12399461253337
S2042,6,69.7175889379109
S2042,7,72.18223117782206
S2042,8,61.786213935976775
S2042,9,67.53622079061462
S2042,10,67.76448033779153
S2042,11,72.35663340159124
S2042,12,71.16796772480711
S2042,13,64.74314556579093
S2042,14,67.74618786934158
S2042,15,73.95461430581831
S2042,16,65.97913580997174
S2043,1,32.91134080746482
S2043,2,30.343593294791003
S2043,3,29.69649535254349
S2043,4,21.93338968193967
S2043,5,35.154886039546895
S2043,6,34.133589477063936
S2043,7,27.508468116784996
S2043,8,18.087098368529542
S2043,9,31.00338539977377
S2043,10,32.34884129561945
S2043,11,31.23349269505098
S2043,12,19.154978374144477
S2043,13,32.34777962606784
S2043,14,29.265152556332264
S2043,15,33.12298511983317
S2043,16,20.958235503565245
S2044,1,53.33755589683028
S2044,2,55.92597942557799
S2044,3,53.86615580735867
S2044,4,52.49024428357994
S2044,5,53.43248568766094
S2044,6,52.333012870858546
S2044,7,52.49672516005595
S2044,8,55.035813297682
S2044,9,53.848643291179
S2044,10,55.652211575511295
S2044,11,54.66895080347359
S2044,12,55.202797127064194
S2044,13,53.89839773277317
S2044,14,56.64232424797511
S2044,15,55.133203077744696
S2044,16,53.18236829087424
S2045,1,86.86023557558975
S2045,2,91.88224034153887
S2045,3,99.27404230085821
S2045,4,96.67977077296415
S2045,5,89.78439562536492
S2045,6,94.605074539326
S2045,7,89.52649059691936
S2045,8,95.03867263316121
S2045,9,98.8410270858709
S2045,10,93.91410826998136
S2045,11,98.32292515384042
S2045,12,95.41131551448684
S2045,13,95.20308655780848
S2045,14,95.80498764330198
S2045,15,93.24669032323298
S2045,16,93.12165924639214
S2046,1,24.21398991791567
S2046,2,44.93052670547268
S2046,3,32.92601730966601
S2046,4,26.11267691380382
S2046,5,39.198429307969455
S2046,6,39.06218974952954
S2046,7,45.29464722218603
S2046,8,31.409059728737198
S2046,9,45.386331349056896
S2046,10,49.60812765734764
S2046,11,37.22400355046161
S2046,12,29.28929516695663
S2046,13,43.54811805582479
S2046,14,41.11745944557793
S2046,15,43.642347992150675
S2046,16,27.22905103220973
S2047,1,78.79893844052208
S2047,2,52.053171550227454
S2047,3,81.4807996888786
S2047,4,85.05845045060111
S2047,5,47.411544593067646
S2047,6,85.12375944745976
S2047,7,81.8150355648472
S2047,8,81.16254133751578
S2047,9,84.306422651672
S2047,10,82.57235342412906
S2047,11,79.48351980045422
S2047,12,89.16031556401616
S2047,13,83.0014367440487
S2047,14,41.9180489549811
S2047,15,86.87113188614465
S2047,16,80.26511574953618
S2048,1,83.19149716441349
S2048,2,81.21912090917968
S2048,3,84.79283917449015
S2048,4,76.96350258819349
S2048,5,80.55789218199597
S2048,6,79.32057295604872
S2048,7,78.76348819921515
S2048,8,81.12410356645236
S2048,9,76.55552438814705
S2048,10,85.9299953245656
S2048,11,83.44798567853067
S2048,12,79.857176017923
S2048,13,84.65859219047465
S2048,14,84.44482410407683
S2048,15,83.86333202228198
S2048,16,81.13051509016118
S2049,1,82.29261365714245
S2049,2,86.22959714898565
S2049,3,76.12310563938642
S2049,4,79.20497633443132
S2049,5,82.19377365394982
S2049,6,77.60945404081217
S2049,7,77.04841919235157
S2049,8,86.03561178269781
S2049,9,75.05754813050109
S2049,10,85.18748892511371
S2049,11,75.90173346023718
S2049,12,81.28313944571379
S2049,13,76.39043888606015
S2049,14,82.17457866620875
S2049,15,82.1691839284675
S2049,16,82.27923286327335
S2050,1,71.76736149628567
S2050,2,70.54498481161549
S2050,3,67.36979057816906
S2050,4,71.2295429207353
S2050,5,71.3220590126027
S2050,6,71.45682834299184
S2050,7,68.40623052088672
S2050,8,72.16501125567788
S2050,9,71.28439540296529
S2050,10,71.26233297754739
S2050,11,70.09132769467313
S2050,12,72.05077182843829
S2050,13,70.12360777507793
S2050,14,48.482883505149765
S2050,15,67.2293829978932
S2050,16,67.88481206096351
S2051,1,42.82168252248356
S2051,2,67.55329720507554
S2051,3,67.7555399702859
S2051,4,69.41191561629758
S2051,5,71.5818835896177
S2051,6,68.06338847903277
S2051,7,70.52703127211679
S2051,8,68.08534043991786
S2051,9,43.23839125455347
S2051,10,65.45054137001154
S2051,11,62.33049443512088
S2051,12,68.38703541817284
S2051,13,69.52572335105886
S2051,14,64.43622629884209
S2051,15,69.14794126098536
S2051,16,68.04867712810731
S2052,1,78.80497511907998
S2052,2,77.90658798270532
S2052,3,47.02578254918841
S2052,4,78.32391594105997
S2052,5,77.970490020651
S2052,6,71.08425127813254
S2052,7,77.59301226490416
S2052,8,39.2490975428235
S2052,9,78.2417545832832
S2052,10,79.77148343814562
S2052,11,77.29230784662793
S2052,12,80.36887471765885
S2052,13,72.98867134844653
S2052,14,78.27575721678562
S2052,15,76.28115003700933
S2052,16,73.62138836180281
S2053,1,38.08137427829019
S2053,2,29.24124464195204
S2053,3,35.4967598206957
S2053,4,26.89684679441194
S2053,5,31.61754602844947
S2053,6,36.18616778621094
S2053,7,32.869050553039806
S2053,8,22.081639828408694
S2053,9,33.88047031708581
S2053,10,35.088080733850035
S2053,11,37.475067498910825
S2053,12,28.364731654731237
S2053,13,37.40316773528127
S2053,14,36.244791017298525
S2053,15,34.845446028823666
S2053,16,23.588244583397728
S2054,1,71.64158714956277
S2054,2,66.76373217135301
S2054,3,69.7444905120689
S2054,4,63.87941848821702
S2054,5,65.40758703261243
S2054,6,62.819427583857866
S2054,7,56.46856682618633
S2054,8,52.82127790291251
S2054,9,49.43689024305832
S2054,10,47.86496173858669
S2054,11,45.78543671499833
S2054,12,47.25428817071201
S2054,13,43.37358608230894
S2054,14,40.91507282425931
S2054,15,43.92071322179848
S2054,16,40.8674955380042
S2055,1,42.89832443564457
S2055,2,41.34792558161666
S2055,3,41.56527359105635
S2055,4,27.174180236901023
S2055,5,45.03242236729362
S2055,6,46.735738382266796
S2055,7,43.44368600264943
S2055,8,32.31677122312054
S2055,9,45.653424456897405
S2055,10,47.727451999499515
S2055,11,43.60941294557566
S2055,12,30.04869202989256
S2055,13,40.717199293554884
S2055,14,44.27627719805568
S2055,15,42.585551196439035
S2055,16,37.962071223353256
S2056,1,84.96569503928794
S2056,2,80.74424825733237
S2056,3,80.48497690247189
S2056,4,80.15925336391197
S2056,5,85.63621136891041
S2056,6,82.29910822237731
S2056,7,86.93113863450705
S2056,8,84.38753098332784
S2056,9,85.03151449758957
S2056,10,81.98905932923665
S2056,11,84.25853998813852
S2056,12,78.22764174662485
S2056,13,82.7249944052561
S2056,14,50.80643493970717
S2056,15,77.80590396289669
S2056,16,79.94064295561228
S2057,1,42.03844182106676
S2057,2,37.966641216758006
S2057,3,42.39510054564193
S2057,4,40.79717578384791
S2057,5,38.73166866839394
S2057,6,40.459017449813615
S2057,7,28.553592681925203
S2057,8,38.29816422846213
S2057,9,22.479948367218483
S2057,10,32.74260694854734
S2057,11,33.56407606513416
S2057,12,32.70006862534505
S2057,13,29.362974866505898
S2057,14,30.078850029240588
S2057,15,29.189473562488985
S2057,16,26.14860151779785
S2058,1,81.26933005725849
S2058,2,77.38512362033636
S2058,3,74.12424986595103
S2058,4,58.045945307930516
S2058,5,73.86707876356981
S2058,6,74.17739165196994
S2058,7,73.67750107544731
S2058,8,74.85871175029855
S2058,9,73.74876511903383
S2058,10,71.94808868182977
S2058,11,76.89517236537297
S2058,12,79.70673846802947
S2058,13,74.24166486325001
S2058,14,38.85650722654161
S2058,15,77.74114031471633
S2058,16,80.07474060385728
S2059,1,75.06642306359794
S2059,2,78.48879106154777
S2059,3,84.57595727529475
S2059,4,87.10221572475663
S2059,5,76.9258788329372
S2059,6,77.11281678735675
S2059,7,76.77290916558812
S2059,8,81.17111260936177
S2059,9,82.06582790928704
S2059,10,82.37084869553667
S2059,11,80.91328342210149
S2059,12,76.23165135312293
S2059,13,78.53836451858416
S2059,14,78.47890039165688
S2059,15,79.2842723343969
S2059,16,81.1318033055885
S2060,1,66.57046268185312
S2060,2,64.56097022717674
S2060,3,68.19129023165847
S2060,4,65.89533812677968
S2060,5,66.1491077364855
S2060,6,67.13384837419105
S2060,7,65.90337755964295
S2060,8,62.07836953954679
S2060,9,63.02880969575393
S2060,10,67.77863392245152
S2060,11,65.65362241802329
S2060,12,65.21880992402022
S2060,13,66.65864853046202
S2060,14,64.65576765036013
S2060,15,67.47852383276262
S2060,16,64.0209844143562
S2061,1,67.16192752900142
S2061,2,68.6577437715934
S2061,3,70.54088226929436
S2061,4,66.05165428278067
S2061,5,69.25644600496268
S2061,6,69.74238160369241
S2061,7,72.87544515752792
S2061,8,73.36317003293723
S2061,9,63.32159588094944
S2061,10,70.1507410006229
S2061,11,66.48643242619403
S2061,12,66.88857151033606
S2061,13,65.05849317875251
S2061,14,67.34926129909215
S2061,15,64.58582048431435
S2061,16,65.34528682719463
S2062,1,89.3947306291527
S2062,2,92.60268866381924
S2062,3,89.2809246691751
S2062,4,84.64971542136433
S2062,5,87.7194137368382
S2062,6,85.81649114795147
S2062,7,81.5167817415042
